iShares Core S&P Total U.S. Stock Market ETF
Fund Holdings as of,"Apr 29, 2020"
Inception Date,"Jan 20, 2004"
Shares Outstanding,"366,150,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Asset Class,Weight (%),Price,Shares,Market Value,Notional Value,Sector,SEDOL,ISIN,Exchange
"DXCM","DEXCOM INC","Equity","0.11","345.47","76,307.00","26,361,779.29","26,361,779.29","Health Care","B0796X4","US2521311074","NASDAQ"
"FDX","FEDEX CORP","Equity","0.11","129.48","198,565.00","25,710,196.20","25,710,196.20","Industrials","2142784","US31428X1063","New York Stock Exchange Inc."
"KMI","KINDER MORGAN INC","Equity","0.11","15.71","1,606,948.00","25,245,153.08","25,245,153.08","Energy","B3NQ4P8","US49456B1017","New York Stock Exchange Inc."
"SYY","SYSCO CORP","Equity","0.10","58.60","427,131.00","25,029,876.60","25,029,876.60","Consumer Staples","2868165","US8718291078","New York Stock Exchange Inc."
"HCA","HCA HEALTHCARE INC","Equity","0.10","113.33","220,269.00","24,963,085.77","24,963,085.77","Health Care","B4MGBG6","US40412C1018","New York Stock Exchange Inc."
"ORLY","OREILLY AUTOMOTIVE INC","Equity","0.10","391.02","63,538.00","24,844,628.76","24,844,628.76","Consumer Discretionary","B65LWX6","US67103H1077","NASDAQ"
"EBAY","EBAY INC","Equity","0.10","39.03","635,048.00","24,785,923.44","24,785,923.44","Consumer Discretionary","2293819","US2786421030","NASDAQ"
"GM","GENERAL MOTORS","Equity","0.10","23.78","1,041,347.00","24,763,231.66","24,763,231.66","Consumer Discretionary","B665KZ5","US37045V1008","New York Stock Exchange Inc."
"USD","USD CASH","Cash","0.10","100.00","24,605,704.00","24,605,704.20","24,605,704.20","Cash and/or Derivatives","-","-","-"
"WEC","WEC ENERGY GROUP INC","Equity","0.10","93.31","261,211.00","24,373,598.41","24,373,598.41","Utilities","BYY8XK8","US92939U1060","New York Stock Exchange Inc."
"AFL","AFLAC INC","Equity","0.10","39.19","620,211.00","24,306,069.09","24,306,069.09","Financials","2026361","US0010551028","New York Stock Exchange Inc."
"MET","METLIFE INC","Equity","0.10","37.48","643,171.00","24,106,049.08","24,106,049.08","Financials","2573209","US59156R1086","New York Stock Exchange Inc."
"MSCI","MSCI INC","Equity","0.10","334.70","70,742.00","23,677,347.40","23,677,347.40","Financials","B2972D2","US55354G1004","New York Stock Exchange Inc."
"STZ","CONSTELLATION BRANDS INC CLASS A","Equity","0.10","169.42","138,095.00","23,396,054.90","23,396,054.90","Consumer Staples","2170473","US21036P1084","New York Stock Exchange Inc."
"PSA","PUBLIC STORAGE REIT","Equity","0.10","186.72","124,525.00","23,251,308.00","23,251,308.00","Real Estate","2852533","US74460D1090","New York Stock Exchange Inc."
"KLAC","KLA CORP","Equity","0.10","175.89","132,184.00","23,249,843.76","23,249,843.76","Information Technology","2480138","US4824801009","NASDAQ"
"DOW","DOW INC","Equity","0.10","37.47","619,532.00","23,213,864.04","23,213,864.04","Materials","BHXCF84","US2605571031","New York Stock Exchange Inc."
"LULU","LULULEMON ATHLETICA INC","Equity","0.10","232.43","99,486.00","23,123,530.98","23,123,530.98","Consumer Discretionary","B23FN39","US5500211090","NASDAQ"
"EOG","EOG RESOURCES INC","Equity","0.10","47.72","478,592.00","22,838,410.24","22,838,410.24","Energy","2318024","US26875P1012","New York Stock Exchange Inc."
"INFO","IHS MARKIT LTD","Equity","0.10","68.29","333,975.00","22,807,152.75","22,807,152.75","Industrials","BD0Q558","BMG475671050","New York Stock Exchange Inc."
"VLO","VALERO ENERGY CORP","Equity","0.10","66.28","343,947.00","22,796,807.16","22,796,807.16","Energy","2041364","US91913Y1001","New York Stock Exchange Inc."
"APH","AMPHENOL CORP CLASS A","Equity","0.09","92.16","246,455.00","22,713,292.80","22,713,292.80","Information Technology","2145084","US0320951017","New York Stock Exchange Inc."
"TRV","TRAVELERS COMPANIES INC","Equity","0.09","106.00","214,191.00","22,704,246.00","22,704,246.00","Financials","2769503","US89417E1091","New York Stock Exchange Inc."
"TROW","T ROWE PRICE GROUP INC","Equity","0.09","116.92","193,278.00","22,598,063.76","22,598,063.76","Financials","2702337","US74144T1088","NASDAQ"
"ED","CONSOLIDATED EDISON INC","Equity","0.09","81.28","277,722.00","22,573,244.16","22,573,244.16","Utilities","2216850","US2091151041","New York Stock Exchange Inc."
"ES","EVERSOURCE ENERGY","Equity","0.09","83.37","267,874.00","22,332,655.38","22,332,655.38","Utilities","BVVN4Q8","US30040W1080","New York Stock Exchange Inc."
"PEG","PUBLIC SERVICE ENTERPRISE GROUP IN","Equity","0.09","52.30","418,975.00","21,912,392.50","21,912,392.50","Utilities","2707677","US7445731067","New York Stock Exchange Inc."
"YUM","YUM BRANDS INC","Equity","0.09","87.46","249,173.00","21,792,670.58","21,792,670.58","Consumer Discretionary","2098876","US9884981013","New York Stock Exchange Inc."
"TEL","TE CONNECTIVITY LTD","Equity","0.09","78.38","277,744.00","21,769,574.72","21,769,574.72","Information Technology","B62B7C3","CH0102993182","New York Stock Exchange Inc."
"MAR","MARRIOTT INTERNATIONAL INC CLASS A","Equity","0.09","95.99","226,693.00","21,760,261.07","21,760,261.07","Consumer Discretionary","2210614","US5719032022","NASDAQ"
"IQV","IQVIA HOLDINGS INC","Equity","0.09","143.10","151,755.00","21,716,140.50","21,716,140.50","Health Care","BDR73G1","US46266C1053","New York Stock Exchange Inc."
"MSI","MOTOROLA SOLUTIONS INC","Equity","0.09","148.92","145,274.00","21,634,204.08","21,634,204.08","Information Technology","B5BKPQ4","US6200763075","New York Stock Exchange Inc."
"PRU","PRUDENTIAL FINANCIAL INC","Equity","0.09","64.49","330,883.00","21,338,644.67","21,338,644.67","Financials","2819118","US7443201022","New York Stock Exchange Inc."
"SLB","SCHLUMBERGER NV","Equity","0.09","18.20","1,169,772.00","21,289,850.40","21,289,850.40","Energy","2779201","AN8068571086","New York Stock Exchange Inc."
"KR","KROGER","Equity","0.09","31.52","672,422.00","21,194,741.44","21,194,741.44","Consumer Staples","2497406","US5010441013","New York Stock Exchange Inc."
"WDAY","WORKDAY INC CLASS A","Equity","0.09","154.77","136,138.00","21,070,078.26","21,070,078.26","Information Technology","B8K6ZD1","US98138H1014","NASDAQ"
"CMI","CUMMINS INC","Equity","0.09","165.20","127,299.00","21,029,794.80","21,029,794.80","Industrials","2240202","US2310211063","New York Stock Exchange Inc."
"VRSK","VERISK ANALYTICS INC","Equity","0.09","153.07","137,227.00","21,005,336.89","21,005,336.89","Industrials","B4P9W92","US92345Y1064","NASDAQ"
"AZO","AUTOZONE INC","Equity","0.09","1,054.15","19,866.00","20,941,743.90","20,941,743.90","Consumer Discretionary","2065955","US0533321024","New York Stock Exchange Inc."
"VEEV","VEEVA SYSTEMS INC CLASS A","Equity","0.09","188.55","108,587.00","20,474,078.85","20,474,078.85","Health Care","BFH3N85","US9224751084","New York Stock Exchange Inc."
"ZBH","ZIMMER BIOMET HOLDINGS INC","Equity","0.09","120.86","169,287.00","20,460,026.82","20,460,026.82","Health Care","2783815","US98956P1021","New York Stock Exchange Inc."
"A","AGILENT TECHNOLOGIES INC","Equity","0.08","78.72","257,599.00","20,278,193.28","20,278,193.28","Health Care","2520153","US00846U1016","New York Stock Exchange Inc."
"JCI","JOHNSON CONTROLS INTERNATIONAL PLC","Equity","0.08","30.63","657,852.00","20,150,006.76","20,150,006.76","Industrials","BY7QL61","IE00BY7QL619","New York Stock Exchange Inc."
"MNST","MONSTER BEVERAGE CORP","Equity","0.08","62.14","322,876.00","20,063,514.64","20,063,514.64","Consumer Staples","BZ07BW4","US61174X1090","NASDAQ"
"TWTR","TWITTER INC","Equity","0.08","31.09","643,254.00","19,998,766.86","19,998,766.86","Communication","BFLR866","US90184L1026","New York Stock Exchange Inc."
"PCAR","PACCAR INC","Equity","0.08","69.59","286,774.00","19,956,602.66","19,956,602.66","Industrials","2665861","US6937181088","NASDAQ"
"SNPS","SYNOPSYS INC","Equity","0.08","158.01","126,013.00","19,911,314.13","19,911,314.13","Information Technology","2867719","US8716071076","NASDAQ"
"HPQ","HP INC","Equity","0.08","16.28","1,221,345.00","19,883,496.60","19,883,496.60","Information Technology","BYX4D52","US40434L1052","New York Stock Exchange Inc."
"ALXN","ALEXION PHARMACEUTICALS INC","Equity","0.08","108.45","183,202.00","19,868,256.90","19,868,256.90","Health Care","2036070","US0153511094","NASDAQ"
"STT","STATE STREET CORP","Equity","0.08","64.46","306,589.00","19,762,726.94","19,762,726.94","Financials","2842040","US8574771031","New York Stock Exchange Inc."
"CSGP","COSTAR GROUP INC","Equity","0.08","650.87","30,262.00","19,696,627.94","19,696,627.94","Industrials","2262864","US22160N1090","NASDAQ"
"AIG","AMERICAN INTERNATIONAL GROUP INC","Equity","0.08","27.23","719,082.00","19,580,602.86","19,580,602.86","Financials","2027342","US0268747849","New York Stock Exchange Inc."
"IDXX","IDEXX LABORATORIES INC","Equity","0.08","272.74","71,180.00","19,413,633.20","19,413,633.20","Health Care","2459202","US45168D1046","NASDAQ"
"WMB","WILLIAMS INC","Equity","0.08","19.46","997,348.00","19,408,392.08","19,408,392.08","Energy","2967181","US9694571004","New York Stock Exchange Inc."
"MCK","MCKESSON CORP","Equity","0.08","140.26","137,410.00","19,273,126.60","19,273,126.60","Health Care","2378534","US58155Q1031","New York Stock Exchange Inc."
"XLNX","XILINX INC","Equity","0.08","91.70","209,731.00","19,232,332.70","19,232,332.70","Information Technology","2985677","US9839191015","NASDAQ"
"AVB","AVALONBAY COMMUNITIES REIT INC","Equity","0.08","165.81","115,994.00","19,232,965.14","19,232,965.14","Real Estate","2131179","US0534841012","New York Stock Exchange Inc."
"CLX","CLOROX","Equity","0.08","183.93","104,528.00","19,225,835.04","19,225,835.04","Consumer Staples","2204026","US1890541097","New York Stock Exchange Inc."
"EQR","EQUITY RESIDENTIAL REIT","Equity","0.08","65.82","291,700.00","19,199,694.00","19,199,694.00","Real Estate","2319157","US29476L1070","New York Stock Exchange Inc."
"FE","FIRSTENERGY CORP","Equity","0.08","42.35","449,084.00","19,018,707.40","19,018,707.40","Utilities","2100920","US3379321074","New York Stock Exchange Inc."
"CDNS","CADENCE DESIGN SYSTEMS INC","Equity","0.08","82.00","231,798.00","19,007,436.00","19,007,436.00","Information Technology","2302232","US1273871087","NASDAQ"
"CMG","CHIPOTLE MEXICAN GRILL INC","Equity","0.08","882.34","21,494.00","18,965,015.96","18,965,015.96","Consumer Discretionary","B0X7DZ3","US1696561059","New York Stock Exchange Inc."
"ROK","ROCKWELL AUTOMATION INC","Equity","0.08","197.00","96,268.00","18,964,796.00","18,964,796.00","Industrials","2754060","US7739031091","New York Stock Exchange Inc."
"PPG","PPG INDUSTRIES INC","Equity","0.08","95.88","197,566.00","18,942,628.08","18,942,628.08","Materials","2698470","US6935061076","New York Stock Exchange Inc."
"HLT","HILTON WORLDWIDE HOLDINGS INC","Equity","0.08","79.28","238,520.00","18,909,865.60","18,909,865.60","Consumer Discretionary","BYVMW06","US43300A2033","New York Stock Exchange Inc."
"AWK","AMERICAN WATER WORKS INC","Equity","0.08","125.72","150,144.00","18,876,103.68","18,876,103.68","Utilities","B2R3PV1","US0304201033","New York Stock Exchange Inc."
"WLTW","WILLIS TOWERS WATSON PLC","Equity","0.08","175.26","107,295.00","18,804,521.70","18,804,521.70","Financials","BDB6Q21","IE00BDB6Q211","NASDAQ"
"SQ","SQUARE INC CLASS A","Equity","0.08","65.77","285,123.00","18,752,539.71","18,752,539.71","Information Technology","BYNZGK1","US8522341036","New York Stock Exchange Inc."
"ANSS","ANSYS INC","Equity","0.08","265.84","70,484.00","18,737,466.56","18,737,466.56","Information Technology","2045623","US03662Q1058","NASDAQ"
"CERN","CERNER CORP","Equity","0.08","71.01","263,861.00","18,736,769.61","18,736,769.61","Health Care","2185284","US1567821046","NASDAQ"
"BLL","BALL CORP","Equity","0.08","66.81","277,406.00","18,533,494.86","18,533,494.86","Materials","2073022","US0584981064","New York Stock Exchange Inc."
"PAYX","PAYCHEX INC","Equity","0.08","69.86","265,256.00","18,530,784.16","18,530,784.16","Information Technology","2674458","US7043261079","NASDAQ"
"RMD","RESMED INC","Equity","0.08","156.31","118,343.00","18,498,194.33","18,498,194.33","Health Care","2732903","US7611521078","New York Stock Exchange Inc."
"MCHP","MICROCHIP TECHNOLOGY INC","Equity","0.08","92.27","198,498.00","18,315,410.46","18,315,410.46","Information Technology","2592174","US5950171042","NASDAQ"
"VRSN","VERISIGN INC","Equity","0.08","211.39","85,676.00","18,111,049.64","18,111,049.64","Information Technology","2142922","US92343E1029","NASDAQ"
"SPLK","SPLUNK INC","Equity","0.08","140.84","128,113.00","18,043,434.92","18,043,434.92","Information Technology","B424494","US8486371045","NASDAQ"
"EIX","EDISON INTERNATIONAL","Equity","0.08","60.37","298,139.00","17,998,651.43","17,998,651.43","Utilities","2829515","US2810201077","New York Stock Exchange Inc."
"TT","TRANE TECHNOLOGIES PLC","Equity","0.07","90.34","198,887.00","17,967,451.58","17,967,451.58","Industrials","BK9ZQ96","IE00BK9ZQ967","New York Stock Exchange Inc."
"MPC","MARATHON PETROLEUM CORP","Equity","0.07","33.04","543,521.00","17,957,933.84","17,957,933.84","Energy","B3K3L40","US56585A1025","New York Stock Exchange Inc."
"ADM","ARCHER DANIELS MIDLAND","Equity","0.07","38.41","462,927.00","17,781,026.07","17,781,026.07","Consumer Staples","2047317","US0394831020","New York Stock Exchange Inc."
"FLT","FLEETCOR TECHNOLOGIES INC","Equity","0.07","247.95","71,564.00","17,744,293.80","17,744,293.80","Information Technology","B4R28B3","US3390411052","New York Stock Exchange Inc."
"WELL","WELLTOWER INC","Equity","0.07","52.54","335,888.00","17,647,555.52","17,647,555.52","Real Estate","BYVYHH4","US95040Q1040","New York Stock Exchange Inc."
"FAST","FASTENAL","Equity","0.07","36.74","477,971.00","17,560,654.54","17,560,654.54","Industrials","2332262","US3119001044","NASDAQ"
"SPG","SIMON PROPERTY GROUP REIT INC","Equity","0.07","68.80","255,014.00","17,544,963.20","17,544,963.20","Real Estate","2812452","US8288061091","New York Stock Exchange Inc."
"OTIS","OTIS WORLDWIDE CORP","Equity","0.07","51.15","338,815.00","17,330,387.25","17,330,387.25","Industrials","BK531S8","US68902V1070","New York Stock Exchange Inc."
"DTE","DTE ENERGY","Equity","0.07","107.29","159,668.00","17,130,779.72","17,130,779.72","Utilities","2280220","US2333311072","New York Stock Exchange Inc."
"F","FORD MOTOR CO","Equity","0.07","5.26","3,226,022.00","16,968,875.72","16,968,875.72","Consumer Discretionary","2615468","US3453708600","New York Stock Exchange Inc."
"CTVA","CORTEVA INC","Equity","0.07","27.05","620,623.00","16,787,852.15","16,787,852.15","Materials","BK73B42","US22052L1044","New York Stock Exchange Inc."
"PPL","PPL CORP","Equity","0.07","26.21","640,184.00","16,779,222.64","16,779,222.64","Utilities","2680905","US69351T1060","New York Stock Exchange Inc."
"PH","PARKER-HANNIFIN CORP","Equity","0.07","156.86","106,797.00","16,752,177.42","16,752,177.42","Industrials","2671501","US7010941042","New York Stock Exchange Inc."
"HSY","HERSHEY FOODS","Equity","0.07","134.41","123,190.00","16,557,967.90","16,557,967.90","Consumer Staples","2422806","US4278661081","New York Stock Exchange Inc."
"ETR","ENTERGY CORP","Equity","0.07","98.38","165,446.00","16,276,577.48","16,276,577.48","Utilities","2317087","US29364G1031","New York Stock Exchange Inc."
"VFC","VF CORP","Equity","0.07","60.28","269,977.00","16,274,213.56","16,274,213.56","Consumer Discretionary","2928683","US9182041080","New York Stock Exchange Inc."
"AME","AMETEK INC","Equity","0.07","84.50","191,003.00","16,139,753.50","16,139,753.50","Industrials","2089212","US0311001004","New York Stock Exchange Inc."
"PANW","PALO ALTO NETWORKS INC","Equity","0.07","197.70","81,417.00","16,096,140.90","16,096,140.90","Information Technology","B87ZMX0","US6974351057","New York Stock Exchange Inc."
"DLTR","DOLLAR TREE INC","Equity","0.07","80.86","197,726.00","15,988,124.36","15,988,124.36","Consumer Discretionary","2272476","US2567461080","NASDAQ"
"ARE","ALEXANDRIA REAL ESTATE EQUITIES RE","Equity","0.07","156.37","101,865.00","15,928,630.05","15,928,630.05","Real Estate","2009210","US0152711091","New York Stock Exchange Inc."
"FTV","FORTIVE CORP","Equity","0.07","65.55","242,937.00","15,924,520.35","15,924,520.35","Industrials","BYT3MK1","US34959J1088","New York Stock Exchange Inc."
"MKC","MCCORMICK & CO NON-VOTING INC","Equity","0.07","156.46","101,430.00","15,869,737.80","15,869,737.80","Consumer Staples","2550161","US5797802064","New York Stock Exchange Inc."
"CTAS","CINTAS CORP","Equity","0.07","230.95","68,536.00","15,828,389.20","15,828,389.20","Industrials","2197137","US1729081059","NASDAQ"
"KHC","KRAFT HEINZ","Equity","0.07","30.53","517,427.00","15,797,046.31","15,797,046.31","Consumer Staples","BYRY499","US5007541064","NASDAQ"
"LBRDK","LIBERTY BROADBAND CORP SERIES C","Equity","0.07","124.53","126,789.00","15,789,034.17","15,789,034.17","Communication","BRTLC06","US5303073051","NASDAQ"
"O","REALTY INCOME REIT CORP","Equity","0.07","55.27","284,745.00","15,737,856.15","15,737,856.15","Real Estate","2724193","US7561091049","New York Stock Exchange Inc."
"KEYS","KEYSIGHT TECHNOLOGIES INC","Equity","0.06","98.91","156,229.00","15,452,610.39","15,452,610.39","Information Technology","BQZJ0Q9","US49338L1035","New York Stock Exchange Inc."
"SWK","STANLEY BLACK & DECKER INC","Equity","0.06","122.09","126,414.00","15,433,885.26","15,433,885.26","Industrials","B3Q2FJ4","US8545021011","New York Stock Exchange Inc."
"TSN","TYSON FOODS INC CLASS A","Equity","0.06","63.30","243,245.00","15,397,408.50","15,397,408.50","Consumer Staples","2909730","US9024941034","New York Stock Exchange Inc."
"AEE","AMEREN CORP","Equity","0.06","74.62","206,162.00","15,383,808.44","15,383,808.44","Utilities","2050832","US0236081024","New York Stock Exchange Inc."
"BBY","BEST BUY INC","Equity","0.06","80.05","191,827.00","15,355,751.35","15,355,751.35","Consumer Discretionary","2094670","US0865161014","New York Stock Exchange Inc."
"MTD","METTLER TOLEDO INC","Equity","0.06","738.62","20,720.00","15,304,206.40","15,304,206.40","Health Care","2126249","US5926881054","New York Stock Exchange Inc."
